Character	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label	
141	UG tract - Oviduct mucosal folds	1	only extramural oviduct	UBERON_0018343	'oviduct mucosal fold'	PATOTEMP:9d816e6d-d647-4a6a-83a4-6df7f4579052	'restricted to'	UBERON_0018319	'extramural oviduct'
142	Interpterygoid vacuity length	0	short; less than 15% of skull length	UBERON_0018330	'interpterygoid vacuity'	PATO:0000587	'decreased size'		
142	Interpterygoid vacuity length	1	absent	UBERON_0018330	'interpterygoid vacuity'	PATO:0000462	absent		
142	Interpterygoid vacuity length	2	long; at least 15% of skull length	UBERON_0018330	'interpterygoid vacuity'	PATO:0000586	'increased size'		
143	Foramen in ascending process of premaxilla	0	none	UBERON:0004111 and (BFO:0000050 some UBERON:2001577)	'anatomical conduit' and (part_of some 'premaxilla ascending process')	PATO:0000462	absent		
143	Foramen in ascending process of premaxilla	1	present	UBERON:0004111 and (BFO:0000050 some UBERON:2001577)	'anatomical conduit' and (part_of some 'premaxilla ascending process')	PATO:0000467	present		
144	Long filamentous extensions of the pelvic fins	0	absent	UBERON:0000152 and (BFO:0000051 some (UBERON:0004529 and (BFO:0000053 some PATO:0001360)))	'pelvic fin' and (has_part some ('anatomical projection' and (bearer_of some filamentous)))	PATO:0000462	absent		
144	Long filamentous extensions of the pelvic fins	1	present	UBERON:0000152 and (BFO:0000051 some (UBERON:0004529 and (BFO:0000053 some PATO:0001360)))	'pelvic fin' and (has_part some ('anatomical projection' and (bearer_of some filamentous)))	PATO:0000467	present		
145	Maxillary tooth crown shape	0	recurved	UBERON:0003675 and (BFO:0000050 some UBERON:0011593)	'tooth crown' and (part_of some 'maxillary tooth')	PATO:0002211	recurved		
145	Maxillary tooth crown shape	1	conical	UBERON:0003675 and (BFO:0000050 some UBERON:0011593)	'tooth crown' and (part_of some 'maxillary tooth')	PATO:0002021	conical		
145	Maxillary tooth crown shape	2	peg-like	UBERON:0003675 and (BFO:0000050 some UBERON:0011593)	'tooth crown' and (part_of some 'maxillary tooth')	PATO:0001873	cylindrical		
145	Maxillary tooth crown shape	3	leaf-like	UBERON:0003675 and (BFO:0000050 some UBERON:0011593)	'tooth crown' and (part_of some 'maxillary tooth')	PATO:0002457	leaf-like		
146	Gill rakers on ceratobranchial of first gill arch (most rostral arch) protrude over medial ridge of arch	0	absent	UBERON:2000356 and (BFO:0000050 some (UBERON:2001899 and (BFO:0000053 some PATO:0001598)))	'gill raker' and (part_of some ('ceratobranchial 1 element' and (bearer_of some protruding)))	PATO:0000462	absent		
146	Gill rakers on ceratobranchial of first gill arch (most rostral arch) protrude over medial ridge of arch	1	present	UBERON:2000356 and (BFO:0000050 some (UBERON:2001899 and (BFO:0000053 some PATO:0001598)))	'gill raker' and (part_of some ('ceratobranchial 1 element' and (bearer_of some protruding)))	PATO:0000467	present		
147	Cephalic spines	0	absent	UBERON:0008260 and (BFO:0000050 some UBERON:0000033)	'spine appendage' and (part_of some head)	PATO:0000462	absent		
147	Cephalic spines	1	present	UBERON:0008260 and (BFO:0000050 some UBERON:0000033)	'spine appendage' and (part_of some head)	PATO:0000467	present		
148	dp5 number of roots on Ldp5	0	one	UBERON:0003677 and (BFO:0000050 some (UBERON:0007120 and (BFO:0000050 some (UBERON:0007116 and (UBERON:attaches_to some UBERON:0003278)))))	'tooth root' and (part_of some ('premolar tooth' and (part_of some ('primary dentition' and (attaches_to some 'skeleton of lower jaw')))))	PATOTEMP:499c1f37-c1fe-456a-86be-ce5f94a44782	single		
148	dp5 number of roots on Ldp5	1	incipient division of the root	UBERON:0003677 and (BFO:0000050 some (UBERON:0007120 and (BFO:0000050 some (UBERON:0007116 and (UBERON:attaches_to some UBERON:0003278)))))	'tooth root' and (part_of some ('premolar tooth' and (part_of some ('primary dentition' and (attaches_to some 'skeleton of lower jaw')))))	PATO:0001786	split		
148	dp5 number of roots on Ldp5	2	two or more	UBERON:0003677 and (BFO:0000050 some (UBERON:0007120 and (BFO:0000050 some (UBERON:0007116 and (UBERON:attaches_to some UBERON:0003278)))))	'tooth root' and (part_of some ('premolar tooth' and (part_of some ('primary dentition' and (attaches_to some 'skeleton of lower jaw')))))	PATO:0002118	multiple		
149	Caeca:	0	absent	UBERON:0001153	caecum	PATO:0000462	absent		
149	Caeca:	1	present	UBERON:0001153	caecum	PATO:0000467	present		
150	Histology of adrenal tissue	0	"generalized" type 1 found in turtles and lissamphibians	UBERON:0000479 and (BFO:0000050 some UBERON:0002369)	tissue and (part_of some 'adrenal gland')	PATO:0000141	structure		
150	Histology of adrenal tissue	1	type 2 found in lepidosaurs	UBERON:0000479 and (BFO:0000050 some UBERON:0002369)	tissue and (part_of some 'adrenal gland')	PATO:0000141	structure		
150	Histology of adrenal tissue	2	type 3 found in birds and crocodiles	UBERON:0000479 and (BFO:0000050 some UBERON:0002369)	tissue and (part_of some 'adrenal gland')	PATO:0000141	structure		
150	Histology of adrenal tissue	3	type 4 found in mammals	UBERON:0000479 and (BFO:0000050 some UBERON:0002369)	tissue and (part_of some 'adrenal gland')	PATO:0000141	structure		
151	PCC Presence of a central cusp on a transverse ridge of the postcanine	0	absent	UBERON:0006844 and (BFO:0000050 some (UBERON:0004529 and (BFO:0000050 some UBERON:0013164)))	'cusp of tooth' and (part_of some ('anatomical projection' and (part_of some 'molariform tooth')))	PATO:0000462	absent		
151	PCC Presence of a central cusp on a transverse ridge of the postcanine	1	present	UBERON:0006844 and (BFO:0000050 some (UBERON:0004529 and (BFO:0000050 some UBERON:0013164)))	'cusp of tooth' and (part_of some ('anatomical projection' and (part_of some 'molariform tooth')))	PATO:0000467	present		
152	Development - Number of cotyledons	0	few (oligocotyldonary; 5-8 placentomes)	UBERON:0010008	'mammalian cotyledon'	PATOTEMP:2c9f9e29-141a-4967-aec3-202cf1773e52	oligocotyldonary		
152	Development - Number of cotyledons	1	many (polycotyledonary; 50-175 placentomes)	UBERON:0010008	'mammalian cotyledon'	PATOTEMP:a10fad4c-eac4-4098-b00a-2e1b9e449dba	polycotyledonary		
153	Male dorsal or ventral glands:	0	absent	UBERON:0002530 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0003101)))	gland and (part_of some ('dorsal region' and (part_of some 'male organism')))	PATO:0000462	absent		
153	Male dorsal or ventral glands:	0	absent	UBERON:0002530 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0003101)))	gland and (part_of some ('ventral region' and (part_of some 'male organism')))	PATO:0000462	absent		
153	Male dorsal or ventral glands:	1	present	UBERON:0002530 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0003101)))	gland and (part_of some ('dorsal region' and (part_of some 'male organism')))	PATO:0000467	present		
153	Male dorsal or ventral glands:	1	present	UBERON:0002530 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0003101)))	gland and (part_of some ('ventral region' and (part_of some 'male organism')))	PATO:0000467	present		
154	Lateral narial fenestrae	0	absent	UBERON:3000162	'fenestra endonarina communis'	PATO:0000462	absent		
154	Lateral narial fenestrae	1	present	UBERON:3000162	'fenestra endonarina communis'	PATO:0000467	present		
155	Angular	0	angular distinct from the prearticular	UBERON:0011079	'angular bone'	PATO:0001505	'separated from'	UBERON:0011637	'prearticular bone'
155	Angular	1	no distinct angular (absent or fused to prearticular in adult)	UBERON:0011079	'angular bone'	PATO:0000462	absent		
155	Angular	1	no distinct angular (absent or fused to prearticular in adult)	UBERON:0011079	'angular bone'	PATO:0000642	'fused with'	UBERON:0011637	'prearticular bone'
156	Precerebral fontanelle	0	absent	UBERON:3000170	'fenestra precerebralis'	PATO:0000462	absent		
156	Precerebral fontanelle	1	present	UBERON:3000170	'fenestra precerebralis'	PATO:0000467	present		
157	MAN coronoid bone, presence	0	absent	UBERON:0011598	'coronoid bone'	PATO:0000462	absent		
157	MAN coronoid bone, presence	1	present	UBERON:0011598	'coronoid bone'	PATO:0000467	present		
158	Dorsal pelvic glands in males:	0	absent	UBERONTEMP:b89569c0-c78e-4d3b-aa70-42bfaf85f452 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0003101)))	'pelvic gland' and (part_of some ('dorsal region' and (part_of some 'male organism')))	PATO:0000462	absent		
158	Dorsal pelvic glands in males:	1	present	UBERONTEMP:b89569c0-c78e-4d3b-aa70-42bfaf85f452 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0003101)))	'pelvic gland' and (part_of some ('dorsal region' and (part_of some 'male organism')))	PATO:0000467	present		
159	Chest scales	0	covered in thick layer of skin	UBERON:0002097 and (BSPO:0000098 some (UBERON:0002542 and (UBERON:attaches_to some UBERON:0001443)))	'skin of body' and (dorsal_to some (scale and (attaches_to some chest)))	PATO:0001596	'increased depth'		
159	Chest scales	1	without thick skin	UBERON:0002097 and (BSPO:0000098 some (UBERON:0002542 and (UBERON:attaches_to some UBERON:0001443)))	'skin of body' and (dorsal_to some (scale and (attaches_to some chest)))	PATO:0001472	'decreased depth'		
160	Sensory pores ventral to orbit	0	highly branching (clumps of 5+ pores)	UBERON_0018357 and (BSPO:0000102 some UBERON:0001697)	'sensory pore' and (ventral_to some 'orbital region')	PATO:0002285	'increased branchiness'		
160	Sensory pores ventral to orbit	1	few branches	UBERON_0018357 and (BSPO:0000102 some UBERON:0001697)	'sensory pore' and (ventral_to some 'orbital region')	PATO:0002286	'decreased branchiness'		
161	Maximum standard length	0	Standard length 15 cm or more	UBERON:0000468	'multi-cellular organism'	PATO:0000573	'increased length'		
161	Maximum standard length	1	Standard length < 15 cm	UBERON:0000468	'multi-cellular organism'	PATO:0000574	'decreased length'		
162	Male cloacal folds:	0	absent	UBERON:3001003 and (BFO:0000050 some UBERON:0003101)	'cloacal fold' and (part_of some 'male organism')	PATO:0000462	absent		
162	Male cloacal folds:	1	present	UBERON:3001003 and (BFO:0000050 some UBERON:0003101)	'cloacal fold' and (part_of some 'male organism')	PATO:0000467	present		
163	Nuchal hump	0	present in all or some individuals	UBERONTEMP:043616cc-abac-415d-b5e7-b0e96d27c4ba	'nuchal crest'	PATO:0000467	present		
163	Nuchal hump	1	absent	UBERONTEMP:043616cc-abac-415d-b5e7-b0e96d27c4ba	'nuchal crest'	PATO:0000462	absent		
164	Prefrontal, contact with jugal (R80-24)	0	absent	UBERON:0010750 and (RO:0002150 some UBERON:0001683)	'prefrontal bone' and (connected_to some 'jugal bone')	PATO:0000462	absent		
164	Prefrontal, contact with jugal (R80-24)	1	present	UBERON:0010750 and (RO:0002150 some UBERON:0001683)	'prefrontal bone' and (connected_to some 'jugal bone')	PATO:0000467	present		
165	Mandible, proximal end small, with stout medial process and medial cotyla forming a narrow sulcus:	0	no	UBERON:0000093 and (BFO:0000050 some UBERON:0001684)	sulcus and (part_of some mandible)	PATO:0000462	absent		
165	Mandible, proximal end small, with stout medial process and medial cotyla forming a narrow sulcus:	0	no	BSPO:0000077 and (BFO:0000050 some UBERON:0001684)	'proximal region' and (part_of some mandible)	PATO:0000586	'increased size'		
165	Mandible, proximal end small, with stout medial process and medial cotyla forming a narrow sulcus:	1	yes	UBERON:0000093 and (BFO:0000050 some UBERON:0001684)	sulcus and (part_of some mandible)	PATO:0000467	present		
165	Mandible, proximal end small, with stout medial process and medial cotyla forming a narrow sulcus:	1	yes	BSPO:0000077 and (BFO:0000050 some UBERON:0001684)	'proximal region' and (part_of some mandible)	PATO:0000587	'decreased size'		
166	Basilaris complex of inner ear	0	presence of both recessus basilaris	UBERONTEMP:1d4e7a81-d385-4100-8f7c-5eee3b0adb52	'basilaris complex'	PATO:0000467	present		
166	Basilaris complex of inner ear	1	loss of papillae	UBERON:2001995 and (BFO:0000050 some UBERONTEMP:1d4e7a81-d385-4100-8f7c-5eee3b0adb52)	papilla and (part_of some 'basilaris complex')	PATO:0000462	absent		
166	Basilaris complex of inner ear	2	loss of entire basilaris complex	UBERONTEMP:1d4e7a81-d385-4100-8f7c-5eee3b0adb52	'basilaris complex'	PATO:0000462	absent		
167	Second or single dorsal fin opposite pelvis	0	absent	UBERON:0003097 and (BSPO:0000098 some UBERON:0002355)	'dorsal fin' and (dorsal_to some pelvis)	PATO:0000462	absent		
167	Second or single dorsal fin opposite pelvis	1	present	UBERON:0003097 and (BSPO:0000098 some UBERON:0002355)	'dorsal fin' and (dorsal_to some pelvis)	PATO:0000467	present		
168	Atlas, opening for odontoid process:	0	dorsally open incisura fossa	UBERON:0004111 and (BFO:0000050 some (UBERON:0001092 and (UBERON:encloses some UBERON:0004096)))	'anatomical conduit' and (part_of some ('cervical vertebra 1' and (encloses some 'odontoid process of cervical vertebra 2')))	PATO:0000610	open		
168	Atlas, opening for odontoid process:	1	enclosed foramen	UBERON:0004111 and (BFO:0000050 some (UBERON:0001092 and (UBERON:encloses some UBERON:0004096)))	'anatomical conduit' and (part_of some ('cervical vertebra 1' and (encloses some 'odontoid process of cervical vertebra 2')))	PATO:0000608	closed		
169	RPL maxilla, palatal process, suture with lateral border of palatine, orientation	0	oblique, posterolateral to anteromedial	UBERON:0005871 and (RO:0002150 some (UBERON:0001682 and (BFO:0000053 some PATO:0000133)))	'palatine process of maxilla' and (connected_to some ('palatine bone' and (bearer_of some orientation)))	PATOTEMP:1e4e19ed-2075-484e-af76-86d15f19c11a	oblique		
169	RPL maxilla, palatal process, suture with lateral border of palatine, orientation	1	parasagittal	UBERON:0005871 and (RO:0002150 some (UBERON:0001682 and (BFO:0000053 some PATO:0000133)))	'palatine process of maxilla' and (connected_to some ('palatine bone' and (bearer_of some orientation)))	PATOTEMP:2c9b5f55-81ea-49f8-ae62-206012b21b6f	parasagittal		
170	Vertebrae, centrum morphology (KL87-1)	0	amphiplatyan	UBERON:0001075	'vertebral centrum'	PATOTEMP:84d9e937-e6fa-4f66-8b9c-d5be0aecc840	amphiplatyan		
170	Vertebrae, centrum morphology (KL87-1)	1	amphicoelous	UBERON:0001075	'vertebral centrum'	PATOTEMP:48780822-3fd1-43cb-a9d1-1d81e973da86	'amphicoelous shape'		
170	Vertebrae, centrum morphology (KL87-1)	2	procoelous	UBERON:0001075	'vertebral centrum'	PATOTEMP:26c2aad8-84b2-4a78-b697-cc8f02712462	procoelous		
171	Pelvis, posterior portion, juncture of the ilium and the ischium, posteriorly directed point:	0	present	UBERON:0004529 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0002355)))	'anatomical projection' and (part_of some ('posterior region' and (part_of some pelvis)))	PATO:0000467	present		
171	Pelvis, posterior portion, juncture of the ilium and the ischium, posteriorly directed point:	1	absent	UBERON:0004529 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERON:0002355)))	'anatomical projection' and (part_of some ('posterior region' and (part_of some pelvis)))	PATO:0000462	absent		
172	Maxilla, posterior termination:	0	continuous with the jugal bar	BSPO:0000672 and (BFO:0000050 some UBERON:0002397)	'posterior margin' and (part_of some maxilla)	PATO:0000689	continuous	UBERON_0018332	'jugal bar'
172	Maxilla, posterior termination:	1	extends laterally and posteriorly to the contact jugal bar (=angulus tomialis)	BSPO:0000672 and (BFO:0000050 some UBERON:0002397)	'posterior margin' and (part_of some maxilla)	PATO:0002464	'extends beyond'	UBERON_0018332	'jugal bar'
173	Coracoid, supracoracoid nerve foramen:	0	present	UBERON:3000778	'supracoracoid foramen'	PATO:0000467	present		
173	Coracoid, supracoracoid nerve foramen:	1	absent	UBERON:3000778	'supracoracoid foramen'	PATO:0000462	absent		
174	Mammae - Nipple presence	0	absent	UBERON:0002030	nipple	PATO:0000462	absent		
174	Mammae - Nipple presence	1	present	UBERON:0002030	nipple	PATO:0000467	present		
175	Palatoquadrate otic process expanded with an anterodorsal angle	0	absent	UBERON:3000365 and (BFO:0000053 some PATO:0000586)	'otic process' and (bearer_of some 'increased size')	PATO:0000462	absent		
175	Palatoquadrate otic process expanded with an anterodorsal angle	0	absent	UBERON:3000365 and (BFO:0000053 some PATO:0002326)	'otic process' and (bearer_of some angle)	PATO:0000462	absent		
175	Palatoquadrate otic process expanded with an anterodorsal angle	1	present	UBERON:3000365 and (BFO:0000053 some PATO:0000586)	'otic process' and (bearer_of some 'increased size')	PATO:0000467	present		
